,id,review,rating,fresh,critic,top_critic,publisher,date
2454,70,I have nothing against the film for what it is. I'm just not wild about what it is.,4/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","April 16, 2003"
2455,70,"My big complaint: Take Indiana Jones out of the story, and nothing changes. The Nazis still find the Ark, still open it, still die.",2/5,rotten,Jeffrey Westhoff,0,"Northwest Herald (Crystal Lake, IL)","April 10, 2003"
2457,70,The film that enchanted a generation and made Ford an action hero.,5/5,fresh,Brian Mckay,0,eFilmCritic.com,"March 20, 2003"
2458,70,"The purpose of the exercise. If you can't love this film, you have no business loving movies at all.",5/5,fresh,Rob Vaux,0,Flipside Movie Emporium,"March 18, 2003"
2459,70,Spielberg can never top this. Period.,5/5,fresh,Luke Y. Thompson,0,New Times,"December 30, 2002"
2460,70,One of the all-time great films.,5/5,fresh,Mike McGranaghan,0,Aisle Seat,"December 24, 2002"
2473,71,"OK light comedy, directed by and starring Alan Alda, about filming of movie in small town.",3/5,fresh,Steve Crum,0,Video-Reviewmaster.com,"February 22, 2008"
2474,71,free-wheeling and enjoyable,3/5,fresh,Rich Cline,0,Shadows on the Wall,"April 18, 2005"
2475,71,"A sweet, funny comedy about the perils of being a writer and making a movie. An underrated charmer.",4/5,fresh,Blake Davis,0,KFOR Channel 4 News,"December 15, 2003"
2476,71,"featherweight farce, performed agreeably",3/5,fresh,James Sanford,0,Kalamazoo Gazette,"July 29, 2002"
2488,72,Epic WWII production plays like star-studded soap opera at times.,3/5,fresh,Steve Crum,0,Kansas City Kansan,"January 2, 2005"
2495,74,Offers a wacky portrait of the sexual foibles of men.,3/5,fresh,,0,Spirituality and Practice,"August 27, 2004"
2500,77,"Although Hanks' hand is quite noticeable in the powerful cast, as in the pleasing plot, the story is too simple to make this film transcend beyond providing a few hours of wholesome fun... [Full review in Spanish]",3/5,fresh,Laura Hiros,0,,"March 22, 2018"
2506,77,A likeable and light-hearted comedy that doesn't attempt to be anything more.,3.0/5,fresh,John Hanlon,0,Big Hollywood,"June 30, 2013"
2512,77,Even Tom Hanks and Julia Roberts can't sell this lightweight rom-com fantasy.,2/5,rotten,Neil Pond,0,American Profile,"September 8, 2011"
2514,77,Low-key charmer saved by star power,3.5/5,fresh,Adam Bub,0,MovieFIX,"August 7, 2011"
2516,77,full of a counter-intuitive sunny optimism that is at odds with the tale itself,2/5,rotten,Andrea Chase,0,Killer Movie Reviews,"July 19, 2011"
2517,77,"Larry Crowne, Hanks' second effort behind the camera, makes It's a Wonderful Life look like Enter the Void. It's a cute movie that never meant to hurt no one, and that's the best thing I can say about it. ",2/5,rotten,Simon Miraudo,0,Quickflix,"July 18, 2011"
2542,77,"Hanks and Roberts clearly seem up for a work-out, but this dull rom-com holds any potential chemistry at the mercy of poor jokes, a meandering plot and unlikeable supporting characters.",2/5,rotten,Shaun Munro,0,What Culture,"July 4, 2011"
2545,77,Misses every target by a country mile.,1/5,rotten,Graham Young,0,Birmingham Mail ,"July 3, 2011"
2546,77,A crashing bore.,1/5,rotten,Henry Fitzherbert,0,Daily Express (UK),"July 3, 2011"
2547,77,"The film pretends Tom and Julia are just two regular, down-to-earth, middle-aged people - even though their faces couldn't be any tighter if they pulled washing-up gloves over their heads.",2/5,rotten,Robbie Collin,0,News of the World,"July 3, 2011"
2549,77,"Proving Tom Hanks is still Acting King, the character-driven Larry Crowne should make a splash with the date crowd. ",4/5,fresh,Roger Tennis,0,Cinemaclips.com,"July 2, 2011"
2552,77,"An endless slog of flat platitudes, generic cliches, and clumsily on-the-nose saccharine sweetness that feels about as sincere as a Hallmark card.",1.5/5,rotten,Scott Weinberg,0,ScreenAnarchy,"July 1, 2011"
2553,77,At least Vardalos didn't put herself on Larry's ride. It's enough that the fuel in the tank is low test at scooter speed.,3/5,fresh,Jules Brenner,0,Cinema Signals,"July 1, 2011"
2559,77,"I realize Hanks, who also directed, wanted to make an upbeat, positive character study about rebounding in the face of unemployment and hardship. But did a story so hopeful also have to be so harmless? When did the everyman become the generic man? ",2.5/5,rotten,Kevin Williamson,0,Jam! Movies,"July 1, 2011"
2562,77,An unreal sense of happiness permeates the film. Positives shimmer beneath the surface of plot parts that ought to be a bit more negative. None of the smiles seem real.,3/5,rotten,Gary Wolcott,0,Tri-City Herald,"July 1, 2011"
2564,77,pat and condescending,2/5,rotten,Sean O'Connell,0,Filmcritic.com,"July 1, 2011"
2565,77,Hanks and Roberts co-star in well-meaning but treacly drama.,2/5,rotten,,0,Common Sense Media,"July 1, 2011"
2568,77,"At best, Larry Crowne is laughably inept and anachronistic. At worst, it's propaganda. ",1.5/5,rotten,Pete Vonder,0,Houston Press,"July 1, 2011"
2574,77,"Larry Crowne"" is an adult story about starting over and finding love. Inspiring the audience to never give up, whether it is for an education or finding that one true love. ",3/5,fresh,Jolene Mendez,0,Entertainment Spectrum,"July 1, 2011"
2575,77,"It's got some lively moments, but mostly just sits there on screen. The film's lack of ambition is troubling",2/5,rotten,Stephen Silver,0,The Trend,"July 1, 2011"
2577,77,"The screenplay misses a good few tricks and the direction frequently renders scenes too long, taking positively ages to wrap things up.",2/5,rotten,Derek Malcolm,0,London Evening Standard,"July 1, 2011"
2579,77,"In a season of cartoons and superhero movies, Larry Crowne is the equivalent of a comfortable pair of slippers. ",3.5/5,fresh,Daniel M. Kimmel,0,New England Movies Weekly,"July 1, 2011"
2580,77,This charmer about late middle-aged renaissance is pertinent for these times and a perfect summer comedy for grown-ups looking to escape robots and superheroes.,3.5/5,fresh,Pete Hammond,0,Boxoffice Magazine,"July 1, 2011"
2582,77,"You can tell they like each other as movie-star-buddies, they're relaxed, unshowy and inviting, but there's not one moment where you get the idea that naked sex activities are on anyone's agenda.",3/5,fresh,Dave White,0,Movies.com,"July 1, 2011"
2583,77,"This is a sweet movie. It's so sweet, in fact, that it made me realize how cynical I've gotten over time.",2/5,rotten,Grae Drake,0,Movies.com,"July 1, 2011"
2584,77,"There's nothing in Larry Crowne that Dan Harmon's Community doesn't do faster, funnier and with far more intelligence every Thursday night.",2/5,rotten,Norman Wilner,0,NOW Toronto,"July 1, 2011"
2588,77,"Larry Crowne is an amiable piece of fluff, but as a recession drama it lacks the bite of The Company Men, being too timid to criticise the forces that led to Larry's circumstances.",2/5,rotten,David Edwards,0,Daily Mirror (UK),"July 1, 2011"
2598,77,it really is a nice and cheerful film that comes as a welcome respite to most of the other multiplex behemoths and a good portion of the reason why it works is because of its innate sincerity and pleasantness. ,4/5,fresh,Peter Sobczynski,0,eFilmCritic.com,"June 30, 2011"
2606,77,A pleasant slice of summer counter-programming that will delight adult moviegoers who complain that Hollywood doesn't make films for them anymore.,3/5,fresh,Jason Zingale,0,Bullz-Eye.com,"June 30, 2011"
2608,77,It ranges from try-hard indie-movie to pointless prat-falls. A waste of talent and your time.,2/5,rotten,Alex Zane,0,The Sun (UK),"June 30, 2011"
2610,77,"Feel good and forget about it, that seems to be the goal of Larry Crowne, and it's something this Tom Hanks directed film accomplishes with flourish.",3.5/5,fresh,Joshua Tyler,0,CinemaBlend,"June 30, 2011"
2616,77,The least watchable movie ever to star Tom Hanks...,0/5,rotten,Christopher Tookey,0,Daily Mail (UK),"June 30, 2011"
2617,77,"Larry Crowne"" is an inside-out movie, acceptable around the edges but hollow and shockingly unconvincing at its core.",2/5,rotten,Kenneth Turan,1,Los Angeles Times,"June 30, 2011"
2619,77,"For Tom Hanks fans, and everyone else, this is one to miss.",1/5,rotten,Peter Bradshaw,0,Guardian,"June 30, 2011"
2623,77,A rom-com fairy tale so tepid and well behaved that watching it feels like being stuck in traffic as giddy joy-riders in the opposite lane break the speed limit.,2.5/5,rotten,Stephen Holden,1,New York Times,"June 30, 2011"
2624,77,"It put-puts along like a moped in busy traffic, content to amble around but not go anywhere.",2/5,rotten,Joe Neumaier,1,New York Daily News,"June 30, 2011"
2632,77,"Larry Crowne may be the blandest, most white-bread rom-com in the history of the genre, instantly forgettable and more than a little embarrassing for its two superstar leads.",1/5,rotten,Marc Savlov,0,Austin Chronicle,"June 30, 2011"
2637,77,Two screen superstars can't pump any authentic life into this shallow drama.,1/5,rotten,,0,Spirituality and Practice,"June 30, 2011"
2638,77,"With Tom Hanks in front of and behind the camera and Julia Roberts his co-star, you'd think ""Larry Crowne"" would have some A-list Hollywood charm. You're incorrect.",2.5/5,rotten,Bill Goodykoontz,1,Arizona Republic,"June 30, 2011"
2639,77,"Hanks's direction is unremarkable, and the bluesy soundtrack altogether more gritty than any of the action.",2/5,rotten,Sukhdev Sandhu,0,Daily Telegraph (UK),"June 30, 2011"
2640,77,You'd have to be in a really bad mood to be put off by this picture's admittedly kind of unabashed eagerness to please.,3.5/5,fresh,Glenn Kenny,1,MSN Movies,"June 30, 2011"
2644,77,"Severely lacking in drama, characters and substance.",1/5,rotten,Lewis Bazley,0,Little White Lies,"June 30, 2011"
2646,77,"Here's a movie for adults that's warm and enjoyable, but has brains and ambition. Tom Hanks directs with a soft touch but not a soft head. ""Larry Crowne"" is like fancy French toast - comfort food with a dollop of aspiration.",4.5/5,fresh,Christopher Lloyd,0,Sarasota Herald-Tribune,"June 30, 2011"
2647,77,"A painfully squishy centre completely undoes this rom-com, although it's difficult to know what might have made it less goofy. ",2.5/5,rotten,Rich Cline,0,Shadows on the Wall,"June 30, 2011"
2648,77,"It's not a terrible film but it's also not amusing, feelgood or moving.",2/5,rotten,Roz Laws,0,Birmingham Post,"June 30, 2011"
2649,77,The megawatt pairing of Tom Hanks and Julia Roberts brings precious little sparkle to this romantic comedy.,2/5,rotten,Stella Papamichael,0,Radio Times,"June 30, 2011"
2654,77,So nice and upbeat and eager to please that other movies might beat it up on the playground.,2.5/5,rotten,Josh Bell,0,Las Vegas Weekly,"June 29, 2011"
2656,77,"It's got Tom Hanks, it's got Julia Roberts, and ... well, that's pretty much it.",2.5/5,rotten,Thomas Leupp,0,Hollywood.com,"June 29, 2011"
2658,77,"This is a film that can only be watched in utter misery. See it, and share in cinema's degradation.",0/5,rotten,Antonia Quirke,0,Financial Times,"June 29, 2011"
2660,77,Larry Crowne is a glass-is-half-full kind of movie if there ever was one.,3/5,fresh,Scott A. Mantz,0,Access Hollywood,"June 29, 2011"
2663,77,It's hard to escape the feeling that this is a essentially a small-scale indie project whose deficiencies are magnified by the presence of its A-list cast.,2/5,rotten,Matthew Turner,0,ViewLondon,"June 29, 2011"
2666,77,It's the recognizable geniality in Larry Crowne that both carries the film and which makes it deeply frustrating.,3/5,fresh,Francesca Steele,0,Sky Cinema,"June 29, 2011"
2667,77,"Though both lead actors are able to coast for a while on their natural charm, it's evident by the soppy finale that their Sleepless in Seattle and Pretty Woman salad days are long past.",2/5,rotten,Keith Uhlich,1,Time Out,"June 29, 2011"
2672,77,"A romance featuring older characters shaped by bitter experience is rare, making it all the more frustrating that Hanks opts for juvenile gags about boobs and bums, and the occasional pratfall.",2/5,rotten,Stella Papamichael,0,Digital Spy,"June 28, 2011"
2673,77,"Comes decorated with likeable performances, noble intentions and folksy sentiments.",3/5,fresh,Siobhan Synnot,0,Scotsman,"June 28, 2011"
2674,77,This is like a well-worn vintage dress: comfortable but a little threadbare.,2/5,rotten,Nigel Floyd,1,Time Out,"June 28, 2011"
2675,77,Hanks fans will revel in their hero's hour in this innocuous tale that's well intentioned for all its mediocre happenings and foreseeable ending.,3/5,fresh,Lisa Giles-Keddie,0,Real.com,"June 27, 2011"
2676,77,"I suspect it's supposed to be a heart-warming drama. It left my heart lukewarm, and there's precious little drama.",2/5,rotten,Catherine Bray,0,Film4,"June 27, 2011"
2677,77,"As lightweight as a salad and about as filling, this is amiable but predictable.",3/5,fresh,James Mottram,0,Total Film,"June 27, 2011"
2678,77,"This one coasts by on Hanks' immense appeal and charm, but more focus and a touch more sharpness are needed to make it really come alive.",3/5,fresh,Helen O'Hara,0,Empire Magazine,"June 27, 2011"
2707,80,"The final third of this film contains sequences of horrifying sublimity and ethereal beauty, moments that have a clarity and power beyond the reach of reason.",4.5/5,fresh,,1,New York Times,"March 23, 2007"
2715,82,"It's ultimately the piece's surprisingly sincere, compassionate edge which transmits the most.",4/5,fresh,PJ Nabarro,0,Patrick Nabarro,"November 12, 2018"
2719,82,Donnie Darko rightly made a star of Gyllenhaal.,5/5,fresh,Tara Brady,0,Irish Times,"January 10, 2017"
2720,82,"Gyllenhaal's breakthrough performance is simultaneously heartfelt, melancholy and mischievous.",5/5,fresh,Simon Kinnear,0,Total Film,"December 19, 2016"
